'[37, 19, 15, 31, 34, 15, 31, 34, 15, 45, 16, 39, 19, 44, 11, 36, 37, 46, 45, 34, 44, 43, 6, 6, 34, 13, 31, 47, 41, 18]'
'[30, 0, 0, 7, 18, 16, 8, 34, 13, 17, 32, 16, 9, 39, 9, 12, 23, 19, 15, 31, 34, 15, 31, 47, 41, 18, 16, 8, 34, 15]'
'[28, 34, 44, 11, 35, 0, 7, 18, 16, 39, 13, 17, 32, 16, 8, 34, 4, 41, 46, 45, 34, 15, 31, 19, 15, 45, 16, 8, 34, 13]'
'[30, 44, 43, 40, 11, 36, 13, 17, 12, 33, 41, 18, 16, 39, 9, 12, 23, 31, 34, 15, 31, 34, 15, 31, 34, 15, 31, 34, 13, 31]'
'[6, 34, 13, 17, 12, 33, 44, 41, 24, 8, 34, 15, 31, 34, 15, 31, 34, 13, 31, 34, 15, 17, 35, 15, 45, 27, 45, 15, 45, 27]'
'[34, 15, 45, 16, 9, 12, 0, 0, 7, 2, 6, 33, 44, 41, 46, 28, 34, 13, 31, 34, 13, 31, 34, 15, 31, 34, 13, 13, 17, 12]'
'[39, 9, 12, 32, 16, 39, 19, 15, 45, 16, 8, 34, 44, 41, 18, 16, 39, 13, 31, 34, 4, 17, 15, 45, 15, 31, 34, 15, 17, 12]'
'[15, 31, 34, 15, 31, 34, 13, 31, 34, 13, 17, 32, 16, 8, 34, 15, 31, 34, 13, 31, 34, 15, 31, 34, 4, 17, 12, 23, 19, 15]'
'[35, 0, 0, 0, 2, 40, 11, 22, 10, 32, 16, 8, 34, 4, 41, 18, 38, 23, 31, 34, 15, 31, 34, 4, 41, 18, 38, 23, 19, 15]'
'[14, 3, 9, 12, 33, 13, 31, 34, 4, 3, 27, 38, 40, -1, 11, 35, 33, 13, 17, 32, 16, 39, 19, 44, 11, 36, 13, 31, 34, 15]'
'[3, 39, 9, 25, 18, 43, 40, 11, 22, 10, 18, 16, 8, 34, 15, 31, 19, 44, 43, 23, 19, 44, 41, 46, 28, 34, 4, 3, 39, 9]'
'[32, 16, 39, 9, 39, 9, 12, 23, 19, 15, 31, 19, 15, 17, 35, 10, 18, 43, 40, 11, 36, 37, 46, 12, 33, 44, 11, 35, 0, 0]'
'[44, 11, 22, 25, 24, 33, 44, 11, 36, 13, 17, 15, 45, 27, 45, 15, 17, 12, 23, 19, 44, 43, 23, 1, 15, 45, 15, 31, 34, 13]'
'[34, 44, 41, 18, 38, 23, 1, 6, 33, 13, 17, 32, 16, 39, 19, 7, 17, 12, 23, 19, 44, 41, 24, 7, 31, 47, 41, 18, 38, 40]'
'[44, 43, 23, 19, 15, 31, 20, 28, 34, 13, 17, 12, 33, 13, 31, 34, 13, 13, 31, 34, 15, 31, 47, 47, 37, 19, 15, 31, 34, 15]'
'[15, 45, 16, 39, 19, 44, 11, 36, 13, 31, 34, 15, 17, 12, 23, 19, 15, 31, 34, 15, 31, 34, 15, 31, 47, 47, 47, 37, 29, 33]'
'[30, 44, 43, 23, 19, 15, 45, 15, 17, 12, 23, 19, 15, 31, 20, 5, 10, 33, 41, 46, 45, 36, 13, 17, 12, 32, 16, 23, 1, 15]'
'[46, 45, 8, 34, 15, 17, 12, 23, 31, 20, 12, 32, 16, 23, 19, 15, 31, 34, 4, 17, 15, 31, 34, 13, 31, 34, 15, 31, 34, 15]'
'[28, 8, 34, 44, 43, 40, 14, 3, 7, 31, 34, 13, 17, 12, 32, 16, 8, 34, 13, 31, 34, 13, 17, 15, 31, 34, 13, 17, 12, 32]'
'[46, 45, 34, 44, 41, 18, 16, 38, 40, 14, 20, 24, 7, 2, 40, 11, 36, 23, 19, 15, 31, 34, 4, 17, 12, 33, 13, 17, 32, 16]'
'[34, 15, 31, 34, 15, 31, 34, 15, 17, 12, 23, 19, 7, 31, 34, 15, 17, 12, 33, 13, 31, 34, 13, 17, 12, 23, 31, 34, 15, 31]'
'[36, 23, 31, 34, 15, 45, 15, 17, 12, 33, 13, 17, 15, 45, 27, 42, 43, 23, 31, 34, 15, 31, 34, 15, 31, 34, 4, 17, 12, 33]'
'[23, 19, 15, 45, 16, 9, 39, 9, 12, 33, 13, 1, 15, 31, 34, 15, 31, 34, 13, 31, 34, 15, 31, 34, 13, 31, 34, 15, 31, 34]'
'[29, 39, 13, 17, 12, 33, 13, 31, 34, 15, 31, 34, 15, 31, 34, 13, 17, 32, 16, 39, 19, 15, 31, 19, 15, 31, 34, 15, 31, 47]'
'[23, 31, 20, 28, 8, 34, 15, 17, 35, 0, 2, 6, 33, 13, 17, 15, 45, 27, 45, 34, 15, 31, 34, 15, 31, 34, 15, 31, 34, 13]'
'[25, 18, 43, 40, 14, 20, 12, 0, 0, 7, 2, 6, 33, 44, 43, 6, 6, 34, 44, 41, 18, 16, 39, 19, 15, 45, 27, 45, 15, 31]'
'[37, 46, 45, 34, 15, 31, 34, 4, 17, 32, 16, 8, 6, 34, 13, 17, 15, 45, 27, 45, 15, 31, 19, 44, 41, 46, 45, 8, 34, 15]'
'[28, 34, 13, 17, 12, 23, 19, 15, 31, 34, 13, 31, 34, 4, 41, 18, 16, 39, 19, 15, 17, 12, 23, 31, 34, 15, 31, 34, 15, 31]'
'[18, 16, 39, 9, 12, 32, 16, 39, 13, 17, 12, 23, 19, 44, 11, 22, 25, 5, 9, 12, 23, 19, 7, 17, 15, 45, 15, 17, 35, 0]'
'[6, 6, 34, 15, 31, 34, 13, 31, 34, 15, 31, 47, 41, 18, 16, 39, 13, 31, 34, 15, 31, 34, 15, 31, 34, 15, 31, 34, 13, 31]'
'[13, 31, 34, 13, 17, 12, 33, 13, 17, 12, 32, 16, 39, 9, 39, 9, 39, 9, 12, 32, 16, 8, 34, 13, 17, 32, 16, 39, 19, 44]'
'[37, 46, 12, 23, 1, 15, 31, 34, 13, 17, 12, 23, 19, 15, 31, 34, 15, 31, 34, 4, 3, 39, 9, 12, 32, 16, 39, 19, 15, 45]'
'[30, 0, 0, 2, 33, 13, 17, 12, 33, 44, 41, 18, 16, 39, 9, 12, 33, 13, 17, 15, 31, 34, 13, 31, 34, 15, 31, 34, 15, 31]'
'[31, 34, 15, 31, 34, 4, 3, 27, 45, 16, 39, 19, 7, 17, 15, 45, 16, 39, 19, 44, 11, 36, 37, 46, 12, 0, 2, 40, 14, 3]'
'[34, 15, 17, 12, 0, 0, 7, 31, 34, 13, 17, 12, 32, 16, 8, 3, 9, 39, 19, 15, 31, 34, 4, 3, 39, 19, 15, 31, 34, 15]'
'[27, 27, 45, 28, 34, 13, 31, 34, 13, 31, 20, 12, 0, 0, 2, 6, 34, 44, 41, 24, 8, 34, 15, 31, 34, 13, 31, 19, 44, 41]'
'[31, 42, 16, 39, 19, 15, 31, 34, 13, 17, 32, 16, 39, 19, 7, 17, 12, 33, 13, 31, 34, 15, 31, 19, 44, 11, 35, 0, 2, 40]'
'[33, 44, 11, 36, 13, 31, 47, 37, 19, 44, 43, 23, 31, 34, 15, 31, 34, 4, 17, 32, 16, 9, 23, 19, 23, 1, 15, 17, 15, 45]'
'[0, 0, 0, 7, 2, 6, 33, 13, 31, 34, 13, 31, 34, 15, 31, 34, 15, 31, 47, 41, 18, 16, 8, 34, 13, 31, 34, 13, 17, 12]'
'[7, 18, 16, 39, 13, 17, 15, 45, 27, 45, 15, 45, 27, 45, 10, 33, 44, 11, 36, 13, 31, 34, 13, 17, 32, 16, 8, 34, 4, 17]'
'[44, 11, 36, 23, 19, 7, 2, 40, 11, 35, 15, 31, 19, 15, 45, 15, 31, 34, 15, 17, 15, 17, 12, 0, 7, 18, 16, 9, 12, 32]'
'[6, 6, 33, 44, 11, 22, 10, 32, 16, 39, 19, 15, 31, 34, 15, 17, 15, 45, 16, 8, 3, 39, 19, 15, 31, 34, 4, 17, 12, 23]'
'[10, 33, 13, 31, 34, 15, 31, 34, 15, 17, 12, 0, 0, 0, 7, 31, 34, 13, 17, 12, 32, 16, 39, 19, 15, 31, 34, 15, 31, 47]'
'[14, 20, 28, 34, 15, 31, 34, 15, 31, 34, 13, 31, 34, 13, 31, 20, 12, 32, 16, 39, 13, 31, 47, 47, 41, 24, 33, 44, 43, 40]'
'[20, 12, 33, 41, 18, 16, 38, 23, 1, 15, 31, 34, 15, 31, 34, 15, 17, 12, 23, 19, 44, 41, 18, 16, 8, 34, 15, 31, 34, 4]'
'[16, 8, 34, 15, 31, 34, 15, 31, 34, 15, 31, 34, 15, 17, 15, 45, 15, 31, 34, 15, 31, 34, 13, 31, 34, 13, 17, 12, 32, 16]'
'[30, 0, 0, 7, 2, 6, 34, 15, 31, 34, 13, 17, 12, 23, 19, 15, 45, 15, 31, 19, 44, 43, 40, 14, 30, 0, 0, 7, 31, 34]'
'[39, 9, 25, 24, 33, 44, 43, 40, 11, 22, 10, 18, 16, 39, 9, 12, 32, 16, 39, 9, 12, 23, 31, 34, 15, 31, 34, 4, 17, 12]'
'[14, 20, 24, 8, 34, 15, 31, 34, 4, 17, 12, 23, 19, 44, 11, 22, 5, 2, 40, 14, 20, 12, 33, 44, 11, 36, 37, 10, 32, 16]'
'[2, 6, 34, 13, 31, 34, 15, 45, 15, 31, 34, 13, 31, 34, 15, 17, 12, 33, 44, 41, 24, 8, 34, 15, 31, 34, 13, 31, 19, 15]'
'[32, 16, 8, 34, 15, 31, 34, 15, 17, 12, 23, 19, 7, 31, 34, 4, 17, 12, 23, 1, 15, 31, 34, 13, 17, 32, 16, 39, 13, 17]'
'[36, 23, 31, 34, 15, 17, 12, 0, 7, 31, 34, 15, 31, 34, 15, 31, 19, 15, 31, 34, 13, 31, 34, 15, 31, 19, 44, 11, 36, 37]'
'[19, 23, 19, 44, 11, 22, 10, 33, 44, 43, 40, 11, 35, 0, 0, 7, 18, 16, 9, 39, 9, 39, 9, 39, 19, 15, 31, 19, 44, 11]'
'[16, 8, 34, 4, 17, 12, 23, 31, 34, 13, 17, 32, 16, 8, 34, 15, 31, 19, 44, 43, 40, 11, 35, 15, 31, 47, 41, 18, 16, 38]'
'[0, 7, 2, 40, 11, 36, 23, 19, 44, 43, 6, 6, 6, 6, 34, 13, 31, 34, 15, 31, 34, 13, 31, 34, 13, 13, 17, 12, 32, 16]'
'[28, 34, 15, 17, 15, 31, 34, 13, 17, 12, 32, 16, 39, 13, 31, 34, 15, 45, 15, 31, 34, 15, 31, 34, 15, 31, 47, 47, 41, 46]'
'[15, 31, 34, 13, 17, 32, 16, 8, 34, 13, 17, 32, 16, 39, 19, 15, 45, 15, 31, 34, 15, 31, 34, 15, 31, 34, 13, 13, 17, 15]'
'[43, 40, 14, 30, 0, 7, 31, 34, 13, 31, 34, 15, 31, 34, 13, 31, 34, 4, 17, 15, 45, 15, 31, 34, 13, 31, 34, 13, 13, 17]'
'[15, 31, 34, 13, 31, 34, 13, 17, 12, 23, 31, 34, 15, 31, 34, 15, 17, 12, 0, 0, 7, 31, 42, 16, 39, 13, 17, 12, 32, 16]'
'[40, 14, 30, 47, 37, 46, 12, 23, 31, 34, 15, 17, 12, 0, 2, 33, 41, 24, 8, 34, 15, 31, 34, 13, 17, 32, 16, 39, 13, 31]'
'[3, 39, 13, 17, 12, 33, 44, 41, 46, 12, 32, 16, 8, 34, 15, 31, 34, 13, 31, 34, 13, 13, 17, 12, 33, 13, 17, 15, 45, 27]'
'[10, 18, 16, 8, 6, 34, 15, 31, 47, 41, 18, 16, 39, 9, 12, 32, 16, 8, 34, 15, 31, 34, 15, 17, 12, 33, 13, 17, 32, 16]'
'[2, 6, 6, 34, 13, 31, 20, 28, 39, 19, 15, 31, 34, 15, 45, 16, 9, 12, 23, 31, 34, 13, 31, 34, 13, 17, 12, 32, 16, 23]'
'[0, 7, 2, 40, 14, 30, 44, 41, 46, 28, 39, 9, 12, 33, 13, 31, 34, 4, 41, 24, 7, 17, 12, 23, 19, 44, 41, 18, 16, 8]'
'[44, 43, 23, 19, 44, 11, 22, 5, 10, 32, 16, 23, 1, 15, 45, 15, 31, 34, 13, 31, 34, 15, 31, 47, 37, 19, 15, 31, 34, 15]'
'[11, 36, 13, 1, 15, 31, 34, 13, 17, 15, 45, 27, 45, 15, 31, 19, 44, 41, 46, 28, 8, 34, 15, 31, 34, 4, 17, 12, 23, 19]'
'[29, 33, 41, 18, 16, 39, 9, 12, 32, 16, 8, 34, 4, 17, 15, 31, 34, 13, 17, 15, 45, 27, 45, 15, 31, 34, 15, 31, 34, 13]'
'[13, 31, 19, 7, 31, 34, 13, 31, 47, 47, 47, 41, 18, 16, 39, 9, 39, 9, 12, 23, 19, 15, 31, 34, 15, 31, 34, 13, 17, 12]'
'[31, 47, 41, 24, 33, 3, 27, 45, 10, 33, 13, 31, 34, 4, 17, 15, 45, 16, 39, 13, 17, 12, 32, 16, 8, 34, 15, 31, 34, 13]'
'[31, 34, 13, 17, 12, 23, 31, 34, 13, 31, 34, 15, 31, 34, 15, 31, 34, 13, 31, 34, 15, 45, 16, 8, 34, 13, 31, 34, 13, 17]'
'[11, 22, 25, 24, 8, 34, 15, 31, 34, 15, 17, 12, 23, 1, 15, 45, 43, 40, 14, 30, 44, 41, 18, 16, 38, 23, 1, 15, 31, 34]'
'[35, 33, 41, 18, 16, 8, 6, 34, 15, 31, 34, 15, 31, 34, 13, 17, 32, 16, 9, 39, 19, 23, 19, 7, 2, 40, 11, 36, 37, 46]'
'[35, 33, 44, 11, 36, 13, 31, 34, 13, 31, 47, 37, 19, 15, 31, 34, 15, 31, 19, 15, 31, 34, 13, 13, 17, 12, 23, 19, 44, 11]'
'[33, 13, 17, 32, 16, 8, 34, 15, 31, 34, 4, 17, 15, 45, 27, 45, 34, 44, 41, 18, 16, 8, 34, 15, 31, 34, 15, 31, 34, 15]'
'[0, 7, 31, 34, 15, 31, 34, 13, 31, 34, 13, 17, 15, 31, 34, 15, 31, 34, 13, 17, 32, 16, 9, 23, 19, 23, 31, 34, 4, 17]'
'[28, 39, 9, 12, 33, 41, 46, 45, 34, 44, 41, 18, 16, 8, 34, 15, 31, 34, 4, 17, 12, 0, 2, 6, 33, 13, 31, 34, 4, 17]'
'[19, 15, 17, 12, 32, 16, 23, 31, 34, 4, 41, 46, 28, 34, 13, 17, 12, 32, 16, 8, 3, 39, 9, 12, 23, 31, 34, 13, 17, 12]'
'[34, 13, 31, 34, 4, 17, 12, 23, 1, 16, 9, 12, 33, 13, 17, 12, 23, 31, 19, 15, 45, 15, 45, 15, 31, 34, 13, 31, 34, 13]'
'[12, 23, 31, 34, 13, 17, 32, 16, 39, 13, 1, 15, 31, 34, 13, 17, 12, 33, 13, 31, 34, 13, 31, 34, 15, 31, 34, 15, 31, 34]'
'[37, 10, 32, 16, 39, 13, 17, 12, 33, 44, 41, 18, 16, 38, 44, 11, 36, 37, 10, 32, 16, 8, 34, 15, 31, 19, 15, 45, 15, 31]'
'[10, 32, 16, 8, 6, 33, 13, 1, 15, 45, 16, 8, 34, 13, 31, 34, 13, 31, 34, 15, 31, 34, 15, 31, 34, 13, 17, 12, 32, 16]'
'[33, 13, 31, 19, 15, 45, 16, 9, 23, 19, 15, 45, 15, 45, 16, 9, 39, 9, 12, 32, 16, 39, 13, 31, 20, 28, 34, 13, 17, 32]'
'[47, 41, 46, 28, 34, 44, 43, 40, 11, 35, 15, 31, 34, 13, 17, 32, 16, 39, 9, 12, 32, 16, 39, 13, 31, 20, 28, 39, 23, 19]'
'[19, 15, 45, 15, 45, 16, 39, 19, 44, 41, 18, 16, 39, 9, 12, 33, 44, 11, 22, 5, 10, 32, 16, 39, 9, 12, 32, 16, 39, 9]'
'[9, 23, 19, 44, 11, 22, 5, 10, 18, 16, 39, 9, 39, 19, 15, 17, 12, 33, 44, 43, 40, 11, 22, 25, 24, 8, 34, 15, 31, 34]'
'[39, 19, 15, 45, 16, 39, 9, 25, 24, 8, 34, 13, 17, 32, 16, 39, 9, 25, 18, 43, 6, 33, 13, 31, 34, 13, 31, 34, 13, 17]'
'[10, 33, 44, 41, 18, 16, 39, 19, 44, 41, 18, 16, 38, 40, 11, 36, 13, 31, 34, 13, 13, 31, 34, 15, 31, 34, 13, 31, 34, 13]'
'[17, 12, 33, 13, 17, 12, 32, 16, 39, 13, 31, 34, 4, 17, 12, 23, 19, 15, 31, 19, 15, 45, 16, 39, 19, 15, 31, 34, 4, 3]'
'[45, 34, 44, 11, 36, 37, 46, 28, 39, 9, 12, 32, 16, 8, 34, 15, 31, 34, 13, 17, 12, 32, 16, 23, 19, 15, 45, 15, 31, 34]'
'[8, 3, 39, 19, 23, 31, 34, 4, 17, 32, 16, 8, 34, 15, 31, 34, 4, 17, 12, 23, 31, 34, 13, 13, 1, 15, 31, 34, 15, 31]'
'[29, 33, 13, 17, 12, 33, 44, 43, 6, 6, 33, 44, 41, 18, 38, 44, 11, 35, 33, 41, 46, 45, 34, 44, 11, 22, 10, 33, 44, 43]'
'[33, 13, 17, 12, 33, 13, 31, 47, 37, 46, 45, 8, 34, 13, 31, 34, 15, 31, 34, 15, 31, 34, 15, 31, 34, 15, 31, 34, 13, 13]'
'[23, 1, 15, 31, 34, 15, 31, 34, 15, 31, 34, 15, 45, 15, 31, 34, 4, 3, 39, 9, 12, 23, 19, 44, 41, 18, 16, 38, 40, 11]'
'[31, 34, 15, 31, 34, 15, 31, 34, 13, 13, 17, 12, 32, 16, 8, 34, 15, 17, 12, 33, 13, 17, 32, 16, 8, 3, 39, 9, 12, 33]'
'[0, 7, 31, 47, 47, 47, 47, 47, 37, 19, 44, 43, 40, 11, 36, 13, 1, 15, 31, 34, 15, 17, 15, 31, 34, 15, 31, 34, 13, 17]'
'[6, 6, 34, 15, 31, 34, 13, 17, 32, 16, 8, 34, 15, 31, 34, 15, 31, 34, 15, 31, 34, 4, 17, 32, 16, 8, 34, 13, 31, 19]'
'[33, 13, 1, 15, 31, 34, 13, 13, 17, 15, 45, 27, 45, 15, 31, 34, 13, 31, 34, 4, 3, 27, 38, 40, 11, 36, 13, 17, 32, 16]'
'[0, 2, 6, 6, 6, 33, 13, 31, 34, 13, 17, 32, 16, 39, 13, 17, 12, 32, 16, 39, 19, 44, 11, 35, 0, 7, 17, 15, 45, 27]'
'[16, 8, 34, 13, 17, 32, 16, 39, 9, 12, 32, 16, 8, 34, 4, 17, 12, 33, 13, 1, 6, 34, 15, 31, 34, 15, 31, 34, 15, 31]'
'[45, 28, 34, 15, 45, 16, 39, 19, 44, 11, 22, 25, 5, 35, 0, 7, 18, 16, 39, 9, 12, 23, 1, 15, 31, 34, 15, 31, 34, 13]'
'[14, 20, 12, 33, 13, 13, 17, 15, 11, 36, 13, 17, 32, 16, 39, 9, 39, 13, 17, 12, 32, 16, 8, 34, 15, 31, 19, 44, 43, 40]'
'[8, 34, 15, 31, 34, 13, 17, 12, 32, 16, 23, 19, 44, 11, 22, 10, 32, 16, 39, 13, 31, 20, 12, 0, 7, 18, 43, 40, 14, 20]'
'[15, 31, 34, 15, 31, 34, 13, 17, 32, 16, 8, 34, 15, 45, 16, 9, 39, 13, 31, 20, 28, 34, 15, 31, 34, 15, 31, 34, 15, 31]'
'[19, 15, 45, 27, 42, 16, 8, 6, 33, 13, 31, 34, 13, 17, 12, 33, 13, 31, 34, 13, 17, 32, 16, 39, 19, 44, 11, 22, 5, 9]'
'[26, 8, 34, 4, 41, 18, 16, 39, 13, 1, 15, 31, 34, 4, 3, 39, 9, 39, 19, 44, 41, 18, 16, 38, 23, 31, 34, 15, 45, 15]'
'[33, 44, 43, 40, 14, 20, 12, 32, 16, 39, 19, 44, 11, 36, 13, 17, 32, 16, 39, 13, 31, 34, 15, 31, 34, 15, 17, 12, 33, 44]'
'[10, 33, 41, 46, 45, 34, 15, 31, 34, 13, 17, 12, 32, 16, 8, 34, 4, 17, 15, 45, 15, 31, 34, 13, 31, 34, 15, 31, 34, 15]'
'[31, 34, 13, 31, 34, 4, 17, 32, 16, 39, 9, 25, 18, 16, 38, 40, 14, 30, 44, 11, 36, 23, 19, 44, 11, 22, 25, 24, 7, 31]'
'[41, 18, 16, 38, 40, 11, 36, 23, 1, 15, 31, 19, 44, 11, 22, 10, 33, 13, 31, 34, 15, 31, 34, 15, 31, 34, 4, 17, 32, 16]'
'[1, 15, 17, 12, 23, 19, 15, 31, 19, 44, 11, 35, 0, 0, 7, 31, 34, 13, 31, 34, 15, 45, 15, 31, 34, 15, 17, 15, 45, 16]'
'[41, 46, 45, 34, 15, 31, 34, 13, 31, 34, 15, 31, 34, 4, 3, 27, 44, 43, 40, 11, 35, 0, 0, 7, 2, 40, 14, 30, 44, 43]'
'[37, 29, 39, 13, 31, 34, 15, 31, 34, 15, 17, 12, 0, 0, 2, 40, 11, 36, 23, 31, 19, 15, 31, 34, 15, 31, 47, 47, 47, 41]'
'[44, 11, 35, 15, 17, 15, 31, 34, 13, 31, 34, 13, 17, 15, 45, 27, 45, 15, 17, 35, 0, 7, 31, 34, 15, 17, 12, 23, 1, 15]'
'[28, 8, 34, 44, 41, 46, 45, 34, 44, 43, 40, 11, 36, 23, 31, 34, 4, 41, 46, 45, 34, 13, 31, 34, 13, 17, 12, 32, 16, 39]'
'[40, 14, 3, 9, 0, 7, 18, 38, 40, 14, 30, 44, 41, 18, 43, 23, 19, 15, 45, 15, 31, 19, 23, 1, 15, 45, 15, 45, 16, 39]'
'[20, 28, 34, 15, 31, 34, 13, 17, 32, 16, 39, 13, 31, 34, 15, 17, 35, 10, 32, 16, 8, 34, 15, 45, 27, 45, 15, 45, 27, 45]'
'[10, 32, 16, 39, 19, 44, 11, 36, 13, 1, 15, 31, 34, 15, 31, 34, 13, 17, 12, 23, 19, 15, 31, 34, 4, 17, 32, 16, 8, 34]'
'[9, 0, 7, 2, 6, 6, 6, 6, 33, 13, 17, 32, 16, 8, 34, 15, 17, 12, 33, 13, 17, 32, 16, 39, 13, 17, 32, 16, 8, 34]'
'[19, 44, 43, 40, 11, 22, 5, 9, 12, 32, 16, 8, 34, 15, 31, 34, 15, 31, 34, 15, 31, 34, 13, 17, 32, 16, 9, 12, 32, 16]'
'[35, 15, 45, 15, 45, 16, 8, 34, 13, 31, 34, 15, 31, 34, 15, 31, 34, 13, 17, 32, 16, 9, 12, 32, 16, 23, 19, 44, 41, 46]'
'[4, 17, 15, 31, 34, 15, 31, 34, 13, 17, 12, 32, 16, 39, 19, 15, 31, 34, 4, 3, 39, 19, 15, 45, 16, 39, 19, 7, 31, 42]'
'[22, 10, 18, 16, 39, 13, 31, 34, 15, 31, 34, 13, 31, 34, 13, 17, 32, 16, 8, 34, 13, 31, 34, 13, 13, 17, 12, 32, 16, 8]'
'[3, 39, 9, 25, 24, 8, 34, 15, 17, 12, 23, 31, 34, 4, 17, 12, 33, 13, 1, 6, 33, 13, 31, 34, 13, 17, 15, 31, 34, 13]'
'[12, 23, 31, 34, 4, 17, 32, 16, 8, 34, 15, 31, 47, 41, 46, 28, 8, 34, 10, 32, 16, 39, 19, 7, 2, 40, 14, 20, 28, 39]'
'[33, 41, 18, 38, 40, 11, 36, 23, 1, 15, 31, 34, 13, 17, 12, 33, 41, 46, 28, 34, 44, 41, 18, 16, 39, 13, 31, 47, 41, 46]'
'[10, 33, 13, 31, 34, 15, 17, 12, 23, 31, 34, 13, 13, 17, 12, 32, 16, 8, 34, 4, 17, 12, 33, 13, 1, 15, 31, 34, 4, 17]'
'[1, 6, 33, 13, 31, 34, 13, 31, 34, 4, 3, 27, 45, 10, 32, 16, 39, 13, 31, 34, 13, 31, 34, 15, 17, 12, 23, 31, 34, 15]'
'[2, 6, 34, 13, 17, 32, 16, 8, 34, 15, 31, 19, 44, 11, 35, 15, 17, 15, 45, 15, 31, 34, 15, 31, 34, 15, 31, 19, 44, 41]'
'[36, 13, 31, 20, 28, 34, 13, 31, 34, 15, 31, 34, 15, 31, 34, 13, 31, 34, 13, 31, 34, 15, 31, 47, 47, 41, 24, 8, 34, 15]'
'[15, 45, 43, 40, 14, 3, 9, 39, 13, 31, 34, 4, 3, 27, 38, 23, 31, 34, 4, 17, 12, 33, 41, 46, 28, 34, 13, 17, 12, 23]'
'[11, 35, 0, 7, 31, 34, 15, 31, 34, 15, 31, 34, 13, 17, 32, 16, 39, 19, 7, 2, 40, 14, 20, 28, 34, 13, 31, 34, 15, 17]'
